AT,V,PE
7.79,42.03,477.26
30.06,69.14,436.89
10.12,38.38,477.73
10.86,44.85,476.87
26.37,70.79,428.5
23.05,65.94,442.39
25.89,48.41,442.12
22.77,69.84,436.75
21.5,44.58,460.2
11.01,40.22,476.69
13.53,42.86,471.73
25.91,75.6,443.2
13.93,42.86,468.88
9.96,41.55,475.91
18.25,60.1,456.25
22.59,66.54,436.69
24.99,48.92,443.12
23.78,58.86,443.79
10.31,42.49,479.64
15.25,52.9,463.93
22.49,61.27,448.51
14.04,44.21,468.64
20.65,48.41,447.35
24.79,75.6,440.05
19.7,54.42,450.48
15.48,41.66,467.06
11.09,41.58,464.81
27.22,69.04,440.85
26.64,62.44,438.67
15.21,35.4,468.18
31.85,73.21,435.94
12.54,41.62,461.08
14.17,42.99,470.68
11.48,41.14,464.07
14.87,41.2,467.01
29.5,72.86,439.43
25.77,63.31,439.98
25.99,71.32,432.41
18.8,44.71,459.85
21.23,61.5,450.92
25.09,65.38,453.58
23.54,70.32,434.45
13.71,43.41,466.06
12.6,40.35,475.42
21.19,52.3,447.06
25.21,51.43,439.01
25.87,63.47,445.87
29.48,73.21,433.53
11.62,41.54,477.75
14.57,25.88,464.11
9.73,41.01,469.11
24.25,50.78,443.8
19.44,60.07,452.89
13.32,44.2,465.57
30.57,69.82,437.62
26.88,79.74,434.77
13.93,40.24,469.25
28.56,65.27,437.45
27.26,66.56,434.88
12.68,41.16,464.93
17.03,58.49,460.48
16.66,36.71,466.07
14.07,42.86,467.47
12.41,45.87,468.14
6.06,41.17,489.62
7.79,41.16,471.82
26.8,72.58,431.18
14.68,58.2,458.51
27.3,56.85,440.01
8.99,36.3,478.95
21.39,51.3,452.7
27.37,76.2,435.64
25.02,50.78,444.7
6.8,41.16,477.8
11.01,40.05,474.2
27.91,64.79,440.53
16.52,42.24,469.13
29.23,69.59,437.95
25.91,68.08,432.07
15.55,40.66,457.53
32.67,67.83,425.75
11.1,40.92,462.07
21.89,45.38,459.45
32.48,69.75,438.17
9.99,43.52,473.64
18.87,62.96,455.22
20.77,52.05,455.02
6.61,38.68,483.88
31.53,70.94,431.84
12.93,43.13,474.88
12.38,43.52,467.55
32.2,69.68,437.35
7.65,40.67,491.1
15.51,36.71,465.85
13.26,41.74,473.44
21.16,78.11,435.71
21.61,64.63,451.02
13.95,41.49,465.24
27.97,68.31,443.34
26.63,64.44,442
24.2,63.21,449.03
8.23,43.79,484.67
21.06,62.91,455.22
16.02,44.9,455.48
23.15,66.48,435.62
24.44,69.13,434.34
26.19,49.3,440.13
20.09,63.94,449.47
26.71,70.4,432.64
10.63,37.5,474.81
26.14,71.98,428.91
25.9,59.54,439.36
15.93,52.75,457.92
13.09,43.02,470.14
21.47,60.77,444.02
13.57,42.99,472.04
22.32,64.27,446.62
22.08,41.54,458.74
32.13,74.34,436.3
18.32,42.28,460.27
10.18,35.76,473.31
23.07,69.23,437.08
15.16,50.88,460.03
12.24,41.2,473.22
31.04,68.31,441.56
32.34,74.99,433.07
13.97,45.01,461.96
26.24,51.43,447.91
13.82,41.62,454.88
9.55,39.66,480.74
16.9,54.3,460.57
24.47,58.05,446.93
11.6,40.69,474.99
21.47,65.61,447.42
4.15,39.9,489.8
26.45,71.37,438.36
33.6,77.17,430.32
16.2,38.73,467.89
23.73,63.94,441.78
27.45,66.25,437.37
33.42,68.51,427.66
28.91,70.72,439.94
26.51,67.25,435.52
5.66,40,475.54
17.99,50.59,462.2
10.77,41.46,479.22
10.03,41.79,475.42
8.69,40.81,484.55
17.67,43.96,466.31
9.98,41.01,466.05
31.87,70.94,429.41
15.74,43.34,463.24
22.49,62.96,447.48
32.21,70.94,430.06
25.4,69.59,432.58
10.87,42.02,472.63
23.55,51.95,449.54
27.29,67.32,437.26
19.36,68.61,454.5
10.2,41.01,468.27
11.03,44.78,470.17
8.97,44.03,474.61
8.48,36.18,480.63
26.56,56.57,442.74
30.65,71.06,432.08
6.44,39.33,490.57
21.6,43.43,446.4
19.46,42.04,466.24
12.19,40.05,472.68
23.92,63.21,445.26
27.11,66.49,435.79
23.73,61.02,442.22
28.36,60.23,441.08
24.38,60.84,440.85
23.07,57.17,444.08
15.07,50.88,464.37
29.58,66.51,435.47
25.39,70.36,436.5
14.79,47.83,463.22
10.61,40.77,471.26
19.12,44.85,463.71
20.23,69.45,445.82
29.03,43.21,434.11
15.72,43.02,466.33
20.72,68.61,447.89
17.54,58.49,453.02
27.71,72.99,433.01
6.4,41.17,488.82
24.49,65.06,441.4
15.98,44.68,462.77
28.85,71.32,435.13
21.23,57.32,443.87
27.78,73.56,436.5
25.27,69.89,436.33
30.46,66.75,432.45
26.13,47.93,441.28
25.95,59.14,438.46
13.66,40.55,467.7
17.79,45.01,454.4
20.1,59.87,444.71
23.21,62.44,442.47
29.23,66.51,439.61
20.16,60.1,453.36
24.21,71.77,433.42
26.13,57.32,441.6
19.07,49.69,453.09
9.68,41.06,476.67
16.18,43.99,460.81
11.57,39.72,474.72
23.24,68.31,440.78
5.02,40.64,485.28
22.27,50.05,442.24
34.51,73.03,439.8
2.71,39.42,489.3
12.93,36.71,472.42
28.75,57.55,435.33
10.03,42.02,471.07
13.33,39.39,471.23
23.29,49.3,442.11
9.43,41.4,475.8
24.97,59.87,443.7
8.95,38.56,475.43
10.59,37.5,471.38
29.33,64.84,443.15
11.42,41.54,477.5
27.66,69.75,439.18
13.45,45.87,464.88
27.76,65.59,439.03
23.96,58.33,446.01
13.04,45.09,467.44
8.91,40.69,481.59
24.22,49.82,452.2
29.71,71.85,428.49
21.96,69.94,441.15
26.85,66.86,438.26
22.91,68.63,448.01
28.37,63.31,437.64
9.04,40.11,473.57
28.23,62.26,435.76
28.84,74.9,436.42
31.25,73.5,432.25
13.04,40.69,473.49
17.48,52.9,458.34
26.78,73.06,433.25
20.51,68.08,445.96
19.8,67.71,446.03
14.39,42.77,463.65
26.35,59.87,447.26
7.87,43.02,485.61
27.56,65.59,439.64
33.76,68.51,429.83
23.74,62.96,449.48
16.68,53.16,456.29
13.58,39.28,472.17
21.99,42.48,456.65
23.68,59.27,440.44
16.73,54.3,460.54
11.12,44.92,470.82
10.45,39.61,477.41
6.38,40.07,492.96
5.19,40.78,482.46
14.66,47.83,461.46
23.49,49.3,442.76
24.31,65.34,449.88
16.57,41.79,452.84
14.43,44.84,467.45
15.34,71.14,457.1
9.75,52.72,473.41
26.05,58.59,452.41
10.5,40.8,482.85
9.87,42.74,470.9
24.31,65.94,442.69
24.67,58.05,444.57
24.18,66.48,434.5
27.53,67.83,429.05
15.21,52.75,458.84
31.16,64.96,425.82
20.15,65.59,449.84
17.51,58.86,453.2
25.56,60.32,445.01
8.51,40.81,481.02
8.96,40.05,467.24
27.14,71.32,431.96
29.23,75.6,438.92
28.97,64.44,438.08
5.21,41.31,486.46
13.69,40.1,470.76
18.34,45.64,460.58
24.01,42.48,453.12
25.54,69.13,428.74
25.5,63.56,442.28
29.07,72.51,439.8
14.38,40.71,473.41
25.89,66.49,434.67
22.66,63.73,444.41
17.29,52.72,467.23
13.43,50.59,469.33
13.94,44.84,468.06
24.31,66.49,440.79
28.45,52.84,439.86
11.67,37.73,473.54
26.09,49.3,439.82
27.66,59.21,438.57
8.01,40.46,475.42
24.22,56.89,440.79
14.77,58.2,460.54
22.73,43.79,460.2
8.95,43.13,479.14
16.8,56.03,461.96
21.8,51.3,450.25
25.28,49.5,454.01
23.19,67.07,442.45
19.27,50.12,447.63
25.87,44.57,445.79
14.27,44.34,470.98
15.66,41.7,452.58
30.16,73.17,434.43
13.42,40.35,472.57
22.49,61.47,437.01
27.2,59.74,440.13
27.08,62.91,442.91
23.5,50.78,445.09
12.88,38.53,466.92
30.05,69.34,436.82
24.76,63.07,443.04
21.51,65.48,448.65
25.05,58.59,442.93
30.81,71.97,430.53
7.57,37.49,481.98
25.23,58.82,442.64
10.93,39.16,479.83
25.08,58.49,446.9
13.44,41.14,461.44
16.05,41.96,463.72
18.49,41.1,460.76
20.85,56.89,450.07
15.72,56.89,456.33
12.93,38.73,471.3
10.15,39.22,474.87
26.12,68.94,434.11
15.97,45.01,456.91
25.6,71.73,436.7
27.77,63.87,444.06
15.63,40.56,472.15
9.44,44.03,473.61
30.63,53.3,430.27
17.68,39.08,454.18
23.16,57.76,451.79
27.52,69.68,444.83
7.97,39.04,483.3
17.62,43.52,457.45
25.8,44.57,450.48
22.33,70.79,436.74
28.94,68.67,434.65
26.72,67.79,444.68
27.58,66.48,435.34
26.94,73.21,431.19
17.74,49.78,450.44
11.91,40.69,476.71
7.46,39.81,484.13
18.34,50.59,457.17
25.18,69.23,438.72
25.71,71.64,438.16
24.48,66.25,441.07
8.87,41.16,472.45
23.51,70.04,435.78
13.3,37.9,465.61
11.69,39.22,472.76
25.06,78.92,434.55
20.6,59.15,443.76
25.79,59.43,435.51
10.29,40.56,481.7
26.06,58.59,451.47
25.8,71.58,435.2
31.14,67.32,436.64
22.01,49.39,451.84
26.05,65.38,449.82
17.82,56.89,453.83
20.76,69.05,442.82
11.64,40.22,477.52
16.33,42.44,462.44
10.23,42.32,473.59
23.35,47.01,456.3
7.7,40.35,484.57
22.06,59.39,441.31
17.14,40.55,461.21
27.75,66.51,433.08
14.58,42.99,468.43
10.86,37.5,473.75
7.87,42.85,480.54
30.96,64.44,437.61
19.55,42.04,466.4
20.26,51.19,448.1
11.61,40.81,473.08
21.92,64.63,452.49
14.22,45.01,464.06
29.77,69.98,430.65
25.96,63.77,445.26
27.78,77.17,430.33
22.49,56.9,449.64
30.34,75.08,437.26
23.78,49.3,439.83
9.06,40.02,478.01
27.51,49.3,437.09
30.76,59.57,439.32
13.86,37.85,469.94
30.98,67.48,439.39
31.01,69.04,442.07
16.58,45.87,457.8
26.01,61.47,435.78
32.42,65.74,439.01
27.96,49.16,442.49
22.73,63.73,441.75
15.65,39.59,461.94
18.22,49.25,454.66
23.05,62.52,449.98
22.95,70.98,438.83
24.34,59.54,440.63
17.44,44.88,465.72
22.69,59.44,446.43
21.31,50.78,445.17
26.46,61.41,448.83
26.06,65.34,444.55
12.24,40.66,464.7
3.95,35.47,488.64
31.74,67.32,436.17
27.01,43.21,434.09
28.73,68.3,434.15
24.34,50.16,445.33
13,39.85,477.71
18.62,65.48,451.94
31.16,67.45,428.35
21.75,60.27,444.19
28.71,70.32,435.95
23.7,70.04,436.28
14.41,42.77,465.89
23.83,64.15,447.95
29.3,73.67,431.07
23.38,48.78,446.18
19.95,50.66,458.72
9.68,40.22,479.56
30.27,70.32,430.22
25.82,66.49,434.35
24.54,57.85,444.93
19.82,46.63,456.36
24.9,71.77,427.77
18.83,58.46,449.63
22.99,62.96,449.4
14.28,37.2,467.44
24.2,60.77,439.13
22.91,61.86,441.24
14.16,44.58,473.22
21.46,50.59,453.67
25.95,65.61,443.88
10.36,43.67,478.27
27,73.42,432.79
8.14,39.96,477.05
20.86,67.25,444.5
25.82,57.19,440.8
27.25,69.98,431.44
10.11,42.49,483.56
23.99,58.62,449.4
21.55,44.58,464.44
13.18,40.73,465.96
9.26,44.68,478.82
26.3,59.07,441.94
10.18,43.5,476.91
22.84,71.25,433.85
20.36,60.1,454.25
10.33,40,479.32
20.46,66.05,454.06
26,69.89,433.5
13.16,40.71,475.87
21.39,52.3,447.77
14.82,44.2,465.73
14.38,40.73,462.98
9.27,38.56,475.42
26.58,62.39,438.66
13.85,48.06,462.39
24.58,56.9,437.16
20.57,60.1,451.88
18.26,60.95,457.03
20.45,48.41,444.69
22.25,51.86,451.04
19.82,57.85,447.36
19.93,62.1,450.57
28.97,73.5,435.22
23.53,72.24,436.69
4.47,35.19,487.43
16.27,58.2,453.66
22.32,69.48,439.49
35.77,73.56,430.14
14.42,48.92,461.14
31.2,68.24,428.67
29.16,55.68,435.04
19.34,64.79,454.59
25.31,65.48,439.72
11.66,44.6,471.3
17.16,58.86,453.76
22.11,59.44,448.15
23.35,59.92,439.82
17.67,43.7,465.06
24.11,68.3,432.62
9.03,37.14,478.95
20.2,50.9,454.09
10.95,39.22,474.07
6.92,39.61,483.83
23.36,56.89,440.51
16.63,39.16,460.29
15.36,40.89,464.12
9.15,39.61,475.64
28.61,68.12,432.94
12.45,40.1,473.63
29.25,69.98,430.45
25.24,63.47,442.75
11.98,44.6,470.02
12.62,34.03,471.55
24.14,69.23,433.92
24.3,69.23,440.56
22.49,62.52,451.87
28.77,75.23,437.93
7.21,42.03,482.26
24.13,48.98,460.38
28.14,65.34,443.11
28.04,69.14,436.37
21.18,70.02,442.51
6.84,39.4,484.09
26.92,64.69,437.62
33.83,67.9,428.12
11.81,40.75,477.22
10.28,41.46,479.66
6.72,38.91,485.89
10.02,38.18,476.83
8.64,39.69,473.55
20.45,58.96,454.26
20.01,45.09,453.96
31.61,69.04,439.19
14.69,53.82,463.52
26.89,49.16,442.39
24.41,73.67,435.56
16.36,53.82,461.62
14.08,41.93,475.15
17.32,44.34,468.8
10.38,40.71,481.3
11.6,40.27,473.89
19.54,54.9,455.86
17.5,42.23,462.57
6.04,41.14,480.39
7.28,39.81,483
23.45,69.05,440.24
16.75,36.99,464.18
24.01,60.84,436.32
26.67,70.94,439.13
11.57,44.63,469.64
27.33,66.17,443.89
14.51,44.84,465.09
18.1,48.06,454.04
33.58,77.54,433.75
30.04,64.44,437.95
23.91,50.23,455.41
15.27,39.54,464.49
13.41,49.83,466.38
29.95,67.25,433.13
27,71.25,437.22
24.56,58.82,442.76
18.84,61.27,454.47
22.7,61.41,449.75
23.21,74.22,440.46
14.54,41.17,470.19
26.45,74.33,433.16
1.81,39.42,490.55
22.95,66.54,434.41
8.88,36.3,478.7
13.44,39.64,474.79
8.83,36.25,478.45
15.57,38.78,463.47
16.69,43.52,460.51
22.53,60.95,449.43
18.55,52.84,450.23
22.81,58.96,452.89
30.13,71.98,431
14.04,40.83,469.75
12.14,48.04,465.08
25.18,56.89,442.42
7.82,41.16,475.66
22.2,59.21,445.29
26.42,59.39,438.54
9.29,39.04,482.55
29.31,68.67,435.57
19.24,58.33,449.26
27.22,66.49,437.24
10.09,41.01,471.15
30.47,68.24,427.94
24.85,70.47,434.47
17.75,55.5,459.43
26.09,60.23,445.88
12.21,44.34,475.06
21.5,50.32,442.71
9.18,42.44,480.49
24.66,66.49,438.01
18.56,67.71,444.9
25.14,73.67,430.89
12.08,49.83,467.54
18.88,62.96,456.18
26.59,60.96,439.77
10.42,41.46,479.24
13.03,39.35,474.02
29.43,66.75,434.6
27.86,61.5,439.49
24.73,48.6,439.99
20.74,58.12,449.91
9.41,40.43,492.88
19.33,58.96,456.54
25.04,70.47,433.1
19.35,43.43,454.02
14.72,39,464.93
26.88,74.78,440.84
20.72,44.57,449.76
9,39.18,483.26
25.45,75.23,441.65
13.23,52.72,465.26
30.88,69.51,433.14
23.32,66.48,436.26
25.15,68.61,447.91
19.67,60.77,444.87
6.92,43.13,486.36
14.74,43.71,465.49
22.7,59.92,436.7
13.85,41.39,471.45
31.59,43.5,429.96
17.27,40.55,461.31
27.49,71.94,435.29
26.71,70.72,438.72
23.25,59.87,444.23
30.13,68.94,441.78
26.53,60.07,438.54
12.02,43.69,477.74
13.77,42.86,471.38
26.97,67.32,439.61
25.76,73.5,437
14.43,35.85,464.6
21.03,70.02,444.53
24.45,70.02,445.8
15.43,41.1,467.21
17.48,46.21,455.35
23.96,65.34,449.23
25.77,71.37,433.45
25.52,61.25,435.48
14.52,40.35,470.8
24.8,68.3,436.17
30.8,73.17,432.24
7.9,40,474.5
10.25,41.46,481.94
30.97,74.22,431.58
10.7,44.77,484.94
32.83,74.33,427.36
11.35,40.66,466.55
21.28,44.05,444.56
12.9,44.63,467.41
16.47,44.89,459.69
31.18,77.95,431.58
21.92,48.14,449.65
9.46,36.66,479.06
7.29,39.37,478.19
24.05,61.87,442.16
11.75,41.2,475.35
28.82,71.8,436.71
5.3,35.19,484.42
14.17,41.67,471.42
21.63,60.84,445.93
12.62,40.92,465.68
6.94,38.91,485.12
24.73,65.34,446.92
14.94,41.35,466.73
16.88,38.58,462.7
10.7,36.18,475.08
25.21,50.23,454.64
12.51,41.14,463.79
30.7,74.22,432.51
24.61,69.68,438.51
22.4,58.12,449.13
5.98,38.91,488.85
20.06,62.1,451.81
12.7,39.72,467.77
11.42,40.43,490.02
24.23,49.3,440.65
29.91,70.02,437.63
22.87,71.29,442.27
23.79,58.59,443.19
17.4,44.58,468.01
27.21,64.05,442.37
10.23,41.46,479.48
26.54,69.48,432.56
32.46,74.33,427.87
21.31,42.8,459.84
13.4,40.89,472.36
31.87,68.67,435.66
26.05,73.88,439.96
24.4,69.94,438.76
11.88,41.58,465.47
11.3,40.55,476.72
16.83,46.48,455.64
19.72,46.21,449.33
30.74,69.59,437.81
6.9,40.71,471.43
7.7,40.72,482.79
19.18,65.06,448.26
24.26,68.14,438.79
5.66,40.62,485.18
14.97,58.2,458.68
14.96,39.31,461.97
13.9,44,466.24
22.97,42.48,466.7
32.91,73.56,434.03
26.56,65.59,443.66
14.76,49.64,461.16
12.5,41.38,474.4
5.89,35.77,479.86
25.11,58.79,442.34
16.73,45,467.08
6.93,41.14,479.06
24.01,63.56,444.1
10.33,40.62,473.16
10.04,39.13,474.61
7.73,37.8,483.94
30.24,73.9,441.31
10.35,39.82,477.14
23.19,58.82,446.44
24.55,67.07,443.39
29.01,66.44,430.61
12.04,42.34,465.36
29.85,61.85,436.46
22.19,60.37,440.75
10.02,39.82,482.47
28.09,63.31,438.6
22.36,51.43,442.53
30.7,69.59,433.4
7.06,41.38,487.71
14.07,45.09,462.69
10.58,39.61,477.18
20.59,59.8,453.83
22.06,47.43,453.5
31.61,75.08,436.67
19.98,56.53,454.89
11.02,40,468.09
8.34,40.72,483.14
14.69,35.71,467.39
14.84,42.03,466.2
7.67,35.77,480.06
16.76,43.77,457
18.21,49.69,454.25
7.85,37.8,478.68
17.81,37.2,470.97
9.23,37.36,481.08
30.2,71.85,425.21
28.86,73.18,427.01
26.05,46.21,450.86
17.46,42.42,469.63
25.65,43.77,444.01
26.81,74.9,435.56
10.3,41.79,471.58
30.07,70.04,426.35
16.25,58.86,456.49
31.09,74.22,430.3
9.06,41.92,473.37
21.4,47.93,445.2
7.68,42.85,479.16
30.26,77.24,430.51
15.93,40.89,468.8
23.25,69.45,437.18
10.59,41.46,480.83
18.86,50.78,446.7
27.97,69.48,432.18
30.17,76.86,430.3
15.19,41.43,470.41
13.88,39.39,471.39
11.26,40.43,489.66
25.36,74.99,440.25
21.17,52.3,444.5
30.62,66.54,429.01
27.41,74.67,429.21
11.82,41.74,476.21
32.41,67.83,426.85
12.59,39.18,471.32
27.81,64.69,437.02
25.1,71.77,429.7
15.29,25.88,464.25
16.37,39.99,464.69
27.63,70.17,432.46
21.11,74.78,442.68
30.66,66.25,439.55
14.57,37.86,463.58
10.92,40.92,467.05
16.23,43.72,457.9
26.85,71.73,429.97
33.5,70.8,433.19
17.85,53.16,456.49
7.54,37.7,481.56
23.39,64.63,449.27
18.03,53.16,456.55
10.95,43.8,473.2
18,52.08,450.85
17.46,39.54,462.52
11.88,40.64,470.06
10.11,39.72,476.8
26.36,54.5,451.81
16.41,41.48,451.93
18.81,45.01,457.85
26.44,69.34,440.43
20.6,44.58,466.2
29.32,63.77,438.09
19.15,44.89,451.09
21.09,67.07,444.75
34.1,73.03,437.65
20.02,58.66,454.21
12.97,40.75,476.28
28.31,64.79,440.96
28.31,50.05,436.75
19.29,67.71,449.28
12.09,40.6,474.35
31.12,68.94,431.92
13.94,38.47,466.54
27.59,59.21,437.49
11.68,40.23,475.47
13.8,44.34,468.8
9.82,39.96,471.96
26.92,78.92,434.64
23.66,62.08,447.06
12.34,43.22,468.52
23.81,46.93,449.58
20.54,61.27,451.95
14.79,41.04,456.97
18.28,44.2,458.59
26.9,69.59,434.1
21.83,63.87,452.21
21.85,59.8,454.26
7.95,40.72,486.14
16.09,50.59,463.64
13.72,54.3,467.05
9.56,41.55,481.24
16.24,41.93,467.69
31.91,67.83,425.28
7.73,39.04,482.39
28.35,71.14,429.21
19.6,60.95,456.06
14.13,41.23,467.84
16.84,56.03,437.14
14.76,43.79,464.14
28.43,68.08,433.05
23.71,50.23,458.59
19.44,48.7,444.9
22.78,71.77,435.46
32.84,77.95,431.97
18.06,56.65,459.14
16.41,47.24,457.94
10.05,41.58,469.03
24.06,71.25,438.85
8.63,39.96,475.79
29.77,69.48,432.69
9.2,40.77,479.82
20.18,43.56,462.8
16.26,38.58,462.54
15,41.35,467.71
4,39.9,490.79
17.47,58.59,449.41
4.78,42.85,481.47
25.33,73.21,433.43
7.03,41.74,486.91
31.33,73.03,438.49
6.76,37.49,484.85
4.61,40.27,492.85
23.21,73.42,439.66
23.28,48.92,449.27
5.95,37.8,479.2
3.21,38.44,492.93
28.5,73.77,431.7
12.93,41.39,472.57
21.04,69.48,439.53
23.84,49.21,446.54
18.79,49.15,458.75
13.83,44.45,462.6
32.78,71.22,438.77
24.79,75.6,440.05
5.49,40.81,487.36
21.67,61.45,443.82
12.02,41.92,465.82
10.46,41.06,481.47
16,40.66,457.12
29.35,68.51,430.22
20.92,70.02,437.96
32.39,74.16,431.17
11.57,41.38,473.94
19.13,66.86,453.31
30.57,73.03,437.42
8.27,40.69,484.97
18.43,57.76,452.65
29.79,67.69,428.71
24.7,58.82,442.98
13.57,41.4,464.23
28.28,61.86,439.65
32.07,67.83,429.31
19.1,43.79,462.28
22.69,54.2,444.26
27.44,59.74,452
9.81,71.14,469.64
26.05,65.27,440.75
25.96,71.64,432.93
13.79,45.08,469.55
20.13,43.43,453.47
13.99,45,472.55
23,57.76,451.39
20.37,60.08,454.47
19.16,63.09,449.51
10.8,41.74,479.32
19.12,45.01,453.24
14.46,44.78,459.31
17.75,49.78,452.02
33.15,68.51,428.89
32.16,68.14,429.64
32.66,73.68,425.17
24.34,66.05,440.67
31.93,72.58,425.14
9.18,42.18,475.57
28.57,62.26,437.41
16.63,53.82,458.29
17.25,43.14,462.8
32.06,69.88,432.47
19.72,66.51,458.07
10.22,41.74,479.01
21.78,68.28,443.24
16.34,47.45,448.59
10.29,41.74,480.62
13.5,44.92,468.85
13.88,39.16,464.37
31.26,76.09,430.36
13.55,40.1,474.59
12.8,44.9,466.95
26.96,72.86,441.12
11.49,35.76,472.45
12.27,41.17,473.84
30.95,73.06,431.77
13.7,44.47,468.79
30.28,79.74,433.45
8.61,37.49,477.13
27.18,59.27,439.69
19.8,52.9,456.64
12.88,40.64,474.58
14.19,39.52,467.14
15.15,39.58,466.78
28.8,73.4,439.65
6.69,40.64,483.01
26.43,58.41,444.74
20.13,47.03,459.15
14.24,39.52,468.51
15.92,41.79,458.68
30.74,73.67,428.92
16.55,54.3,460.59
16.39,41.96,463.99
19.73,56.65,457.46
14.62,43.99,461.88
10.12,40,476.03
26.1,44.57,446.49
11.23,39.72,475.04
27.24,69.13,432.36
21.48,61.27,450.88
27.52,66.25,438.51
13.74,43.71,465.24
18.65,52.08,449.55
17.38,43.14,459.02
15.25,41.17,468.76
8.04,40.64,477.78
26.59,66.49,439.72
8.49,39.61,483.94
25.15,57.32,440.1
22.02,46.93,451.92
23.23,63.31,441.5
7.78,40.8,488.54
12.93,39.58,473.09
6.87,40.07,491.4
30.35,71.32,434.62
25.89,48.41,440.92
8.11,41.92,483.52
26.22,67.45,440.17
12.64,41.49,468.78
27.89,73.17,432.83
21.11,58.66,457.89
13.51,43.41,463.86
25.07,77.95,438.55
26.53,69.71,446.17
16.13,43.48,459.47
31.4,66.54,425.91
22.65,57.85,445.36
10.22,39.16,478.45
22.72,65.61,449.04
25.77,58.59,449.65
13.6,39.82,470.69
29.59,70.17,434.85
14.09,43.99,468.09
13.67,40.71,467.62
14.94,42.77,462.67
14.77,41.39,470.21
20.77,69.51,442.82
12.75,42.86,475.09
16.34,42.28,463.29
14.24,41.16,471
10.11,39.35,479.83
23.38,59.07,442.83
21.97,58.79,448.8
17.66,62.1,452.03
5.53,35.79,484.64
23.48,73.67,437.19
11.91,41.49,470.07
10.17,40.46,470.33
21.96,48.78,451.58
23.63,73.5,438.21
32.28,75.33,433.42
30.08,67.25,432.1
30.25,68.24,432.05
29.8,64.69,437.85
16.58,41.79,452.95
16.98,53.16,458.93
29.83,71.43,439.34
6.13,40.81,483.8
15.85,46.18,462.88
13.27,40.27,473.88
29.09,75.33,433.29
18.96,50.16,451.2
18.22,44.34,469.27
19.07,44.63,456.37
24.02,70.94,441.57
24.35,70.04,438.4
16.82,45,468.22
23.79,50.16,435.49
25.48,65.12,447.85
23.56,51.86,448.04
15.09,41.76,463.27
18.77,49.39,454.53
18.64,52.08,451.3
9.77,44.68,477.56
26.43,51.43,441.01
4.95,42.07,485.67
10.39,40.22,476.49
18.9,56.03,457.66
17.14,41.66,463.38
28.28,68.67,435.29
18.07,44.92,457.53
28.06,68.24,429.47
24.88,49.16,445.18
31.46,66.54,427.76
27.14,64.27,441.68
22.05,48.14,447.37
15.77,41.79,455.87
18.18,67.71,449.24
15.33,36.71,468.36
25.98,60.95,442.9
18.12,44.63,453.55
23.84,63.47,444.48
21.67,62.39,445.85
23.86,66.54,432.17
31.95,67.17,432.6
17.96,47.83,454.59
15,50.88,459.37
21.97,58.95,443.61
19.27,43.14,463.14
30.21,69.4,438.18
8.51,38.5,482.39
8.51,39.96,475.96
7.8,43.65,479.78
15.6,41.7,461.38
10.03,43.13,482.16
22.38,71.85,441.47
11.77,40.92,467.31
29.84,74.87,435.05
32.51,73.56,435.23
14.47,41.76,464
21.93,62.91,449.17
31.85,69.04,434.79
23.66,61.86,444.27
18.83,63.91,448.15
26.54,69.34,435.51
17.51,41.85,465.05
14.14,39.59,465.23
30.68,71.25,433.47
23.24,51.95,448.5
29.77,67.07,433.89
14.04,40.56,472.98
26.38,59.92,444.85
5.28,42.07,485.24
12.37,46.97,464.4
13.86,35.71,471.63
14.73,39.82,470.41
30.12,69.68,436.34
19.68,44.34,468.27
8.27,35.77,478.13
5.21,35.79,484.03
31.13,67.45,435.14
28.93,72.99,434.45
17.05,44.88,459.63
12.61,43.22,466.85
4.93,35.19,486.39
5.73,40.35,490.5
24.57,72.24,434.93
15.55,39.63,466.83
23.43,71.97,442.19
20.67,63.56,450.7
5.95,35.57,487.72
18.11,43.43,451.38
11.02,39.96,467.41
23.37,63.87,446.42
23.22,69.04,448.6
12.31,41.06,475.76
15.34,41.23,465.16
28.69,67.25,436.21
11.34,43.67,472.77
6.02,41.38,490.57
11.2,42.02,472.27
9.09,41.92,478.98
29.47,65.51,444.8
23.12,69.71,442.21
10.29,41.46,480.32
13.36,39.64,471.89
18.38,55.28,451.29
22.76,49.02,442.84
28.19,62.6,449.61
24.16,48.98,459.27
29.75,73.5,433.63
25.38,62.96,444.83
21.98,59.39,446.79
9.82,36.18,475.21
27.5,65.34,439.59
7.84,43.52,483.79
23.49,47.45,446.72
10.91,37.92,473.72
12.95,41.23,469.05
